"","X","i","j","pocp","population"
"50073",93,"19AcS181.3.1","11LoS7_1",0.838468121523321,"metapop"
"50082",93,"19AcS181.3.1","11LoS14_2",0.845509489979854,"metapop"
"53045",93,"19AcS309.1.1","11LoS7_1",0.827578574590527,"metapop"
"53061",93,"19AcS309.1.1","19AcPa173.1.1",0.747198804823391,"metapop"
"53064",93,"19AcS309.1.1","19AcS181.3.1",0.847848788638262,"metapop"
"53196",93,"19AcS309.1.1","11LoS14_2",0.880579010856454,"metapop"
"2516",93,"05LoS1_7","19AcGLB381sp.3.1",0.846450256889304,"species"
"2549",93,"05LoS1_7","19AcAm129.2.1",0.805338242061666,"species"
"2568",93,"05LoS1_7","19AcAm128.2.1",0.820056232427366,"species"
"25731",93,"05LoS1_7","19AcPa178.1.1",0.842760050685405,"species"
"16277",93,"19AcAm128.2.1","05LoS1_7",0.820056232427366,"species"
"16289",93,"19AcAm128.2.1","19AcGLB381sp.3.1",0.809507601543,"species"
"16375",93,"19AcAm128.2.1","19AcAm129.2.1",0.891746812793558,"species"
"16439",93,"19AcAm128.2.1","19AcPa178.1.1",0.832605531295488,"species"
"16463",93,"19AcAm129.2.1","19AcGLB381sp.3.1",0.795540691192865,"species"
"16469",93,"19AcAm129.2.1","19AcPa178.1.1",0.820292725872125,"species"
"16575",93,"19AcAm129.2.1","19AcAm128.2.1",0.891746812793558,"species"
"16593",93,"19AcAm129.2.1","05LoS1_7",0.805338242061666,"species"
"35334",93,"19AcGLB381sp.3.1","19AcPa178.1.1",0.818953008148231,"species"
"35431",93,"19AcGLB381sp.3.1","19AcAm129.2.1",0.795540691192865,"species"
"35559",93,"19AcGLB381sp.3.1","19AcAm128.2.1",0.809507601543,"species"
"35565",93,"19AcGLB381sp.3.1","05LoS1_7",0.846450256889304,"species"
"45345",93,"19AcPa178.1.1","19AcAm129.2.1",0.820292725872125,"species"
"45410",93,"19AcPa178.1.1","05LoS1_7",0.842760050685405,"species"
"45485",93,"19AcPa178.1.1","19AcAm128.2.1",0.832605531295488,"species"
"45496",93,"19AcPa178.1.1","19AcGLB381sp.3.1",0.818953008148231,"species"
"10391",94,"11LoS21_3","19AcAm211.3.1",0.996392259757298,"all1"
"10424",94,"11LoS21_3","19AcD266.1.1",0.996720236142998,"all1"
"10426",94,"11LoS21_3","19AcD266.3.1",0.995408330600197,"all1"
"10531",94,"11LoS21_3","19AcS313A.1.1",0.996064283371597,"all1"
"25120",94,"19AcAm211.3.1","11LoS21_3",0.996392259757298,"all1"
"25208",94,"19AcAm211.3.1","19AcD266.1.1",0.997704165300098,"all1"
"252101",94,"19AcAm211.3.1","19AcD266.3.1",0.996392259757298,"all1"
"253152",94,"19AcAm211.3.1","19AcS313A.1.1",0.997048212528698,"all1"
"33832",94,"19AcD266.1.1","11LoS21_3",0.996720236142998,"all1"
"33888",94,"19AcD266.1.1","19AcAm211.3.1",0.997704165300098,"all1"
"33922",94,"19AcD266.1.1","19AcD266.3.1",0.996720236142998,"all1"
"34027",94,"19AcD266.1.1","19AcS313A.1.1",0.997376188914398,"all1"
"34360",94,"19AcD266.3.1","11LoS21_3",0.995408330600197,"all1"
"344161",94,"19AcD266.3.1","19AcAm211.3.1",0.996392259757298,"all1"
"34449",94,"19AcD266.3.1","19AcD266.1.1",0.996720236142998,"all1"
"345552",94,"19AcD266.3.1","19AcS313A.1.1",0.996064283371597,"all1"
"62080",94,"19AcS313A.1.1","11LoS21_3",0.996064283371597,"all1"
"621361",94,"19AcS313A.1.1","19AcAm211.3.1",0.997048212528698,"all1"
"62169",94,"19AcS313A.1.1","19AcD266.1.1",0.997376188914398,"all1"
"621712",94,"19AcS313A.1.1","19AcD266.3.1",0.996064283371597,"all1"
"239533",94,"05LoS16R1_16","05LoS3_1",0.995736306985897,"I3"
"249472",94,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"I3"
"250024",94,"05LoS16R1_16","19AcARN300.2.1",0.996720236142998,"I3"
"253975",94,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"I3"
"502635",94,"05LoS3_1","05LoS16R1_16",0.995736306985897,"I3"
"513422",94,"05LoS3_1","19AcARN268.1.1",0.997048212528698,"I3"
"514021",94,"05LoS3_1","19AcARN300.2.1",0.997704165300098,"I3"
"517919",94,"05LoS3_1","19AcHe316.1.1",0.996720236142998,"I3"
"3116272",94,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"I3"
"3117222",94,"19AcARN268.1.1","05LoS3_1",0.997048212528698,"I3"
"3127621",94,"19AcARN268.1.1","19AcARN300.2.1",0.998032141685799,"I3"
"3131576",94,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"I3"
"3274624",94,"19AcARN300.2.1","05LoS16R1_16",0.996720236142998,"I3"
"3275621",94,"19AcARN300.2.1","05LoS3_1",0.997704165300098,"I3"
"3285519",94,"19AcARN300.2.1","19AcARN268.1.1",0.998032141685799,"I3"
"3289916",94,"19AcARN300.2.1","19AcHe316.1.1",0.997704165300098,"I3"
"4304275",94,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"I3"
"4305219",94,"19AcHe316.1.1","05LoS3_1",0.996720236142998,"I3"
"4315176",94,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"I3"
"4315716",94,"19AcHe316.1.1","19AcARN300.2.1",0.997704165300098,"I3"
"2494123",94,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"R3"
"252961",94,"05LoS16R1_16","19AcGLB198.2.2",0.996064283371597,"R3"
"2539123",94,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"R3"
"260962",94,"05LoS16R1_16","19AcS312.2.1",0.995736306985897,"R3"
"31162123",94,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"R3"
"3130563",94,"19AcARN268.1.1","19AcGLB198.2.2",0.997376188914398,"R3"
"31315120",94,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"R3"
"3138566",94,"19AcARN268.1.1","19AcS312.2.1",0.997048212528698,"R3"
"4040257",94,"19AcGLB198.2.2","05LoS16R1_16",0.996064283371597,"R3"
"4051163",94,"19AcGLB198.2.2","19AcARN268.1.1",0.997376188914398,"R3"
"4055564",94,"19AcGLB198.2.2","19AcHe316.1.1",0.997048212528698,"R3"
"4062563",94,"19AcGLB198.2.2","19AcS312.2.1",0.997048212528698,"R3"
"43042123",94,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"R3"
"43151121",94,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"R3"
"4318664",94,"19AcHe316.1.1","19AcGLB198.2.2",0.997048212528698,"R3"
"4326568",94,"19AcHe316.1.1","19AcS312.2.1",0.996720236142998,"R3"
"6152261",94,"19AcS312.2.1","05LoS16R1_16",0.995736306985897,"R3"
"6163166",94,"19AcS312.2.1","19AcARN268.1.1",0.997048212528698,"R3"
"6166663",94,"19AcS312.2.1","19AcGLB198.2.2",0.997048212528698,"R3"
"6167668",94,"19AcS312.2.1","19AcHe316.1.1",0.996720236142998,"R3"
"19377",94,"19AcAm206.2.1","19AcD298.1.1",0.740497419052088,"metapop"
"19465",94,"19AcAm206.2.1","19AcPa174A.1.2",0.829435886068935,"metapop"
"19485",94,"19AcAm206.2.1","19AcARN282.2.1",0.85881217838765,"metapop"
"19536",94,"19AcAm206.2.1","19AcGLB197.1.1",0.737948084054388,"metapop"
"26888",94,"19AcARN282.2.1","19AcAm206.2.1",0.85881217838765,"metapop"
"269001",94,"19AcARN282.2.1","19AcPa174A.1.2",0.813935426606014,"metapop"
"27031",94,"19AcARN282.2.1","19AcGLB197.1.1",0.732365845426932,"metapop"
"27088",94,"19AcARN282.2.1","19AcD298.1.1",0.736081747709655,"metapop"
"30765",94,"19AcD298.1.1","19AcPa174A.1.2",0.745523206237057,"metapop"
"30795",94,"19AcD298.1.1","19AcAm206.2.1",0.740497419052088,"metapop"
"3091330",94,"19AcD298.1.1","19AcGLB197.1.1",0.870253555967842,"metapop"
"30956",94,"19AcD298.1.1","19AcARN282.2.1",0.736081747709655,"metapop"
"33653",94,"19AcGLB197.1.1","19AcD298.1.1",0.870253555967842,"metapop"
"33689",94,"19AcGLB197.1.1","19AcAm206.2.1",0.737948084054388,"metapop"
"33690",94,"19AcGLB197.1.1","19AcPa174A.1.2",0.737185461323392,"metapop"
"33869",94,"19AcGLB197.1.1","19AcARN282.2.1",0.732365845426932,"metapop"
"440851",94,"19AcPa174A.1.2","19AcARN282.2.1",0.813935426606014,"metapop"
"44095",94,"19AcPa174A.1.2","19AcAm206.2.1",0.829435886068935,"metapop"
"44174",94,"19AcPa174A.1.2","19AcD298.1.1",0.745523206237057,"metapop"
"44203",94,"19AcPa174A.1.2","19AcGLB197.1.1",0.737185461323392,"metapop"
"292",94,"05LoH17.10","05LoS8_14",0.818706828218775,"species"
"306",94,"05LoH17.10","19AcAm43.3.1",0.800111172873819,"species"
"410",94,"05LoH17.10","19AcAm205.2.1",0.801935554822391,"species"
"412",94,"05LoH17.10","19AcAm184.3.1",0.816651805617477,"species"
"4362",94,"05LoS8_14","19AcAm43.3.1",0.826594594594595,"species"
"4467",94,"05LoS8_14","19AcAm184.3.1",0.837867129077707,"species"
"4518",94,"05LoS8_14","05LoH17.10",0.818706828218775,"species"
"4532",94,"05LoS8_14","19AcAm205.2.1",0.829589216944801,"species"
"17202",94,"19AcAm184.3.1","05LoS8_14",0.837867129077707,"species"
"17208",94,"19AcAm184.3.1","19AcAm43.3.1",0.851134064529869,"species"
"17347",94,"19AcAm184.3.1","05LoH17.10",0.816651805617477,"species"
"17348",94,"19AcAm184.3.1","19AcAm205.2.1",0.849404573716935,"species"
"18903",94,"19AcAm205.2.1","19AcAm184.3.1",0.849404573716935,"species"
"18939",94,"19AcAm205.2.1","05LoS8_14",0.829589216944801,"species"
"19017",94,"19AcAm205.2.1","05LoH17.10",0.801935554822391,"species"
"19105",94,"19AcAm205.2.1","19AcAm43.3.1",0.897708158116064,"species"
"25906",94,"19AcAm43.3.1","05LoS8_14",0.826594594594595,"species"
"25909",94,"19AcAm43.3.1","19AcAm205.2.1",0.897708158116064,"species"
"26056",94,"19AcAm43.3.1","19AcAm184.3.1",0.851134064529869,"species"
"26065",94,"19AcAm43.3.1","05LoH17.10",0.800111172873819,"species"
"4303",95,"05LoS23_11","19AcAm129.3.1",0.997376188914398,"all1"
"4317",95,"05LoS23_11","19AcAm209.1.1",0.997376188914398,"all1"
"4377",95,"05LoS23_11","19AcGLB198.2.2",0.996720236142998,"all1"
"4460",95,"05LoS23_11","19AcS313A.2.1",0.997704165300098,"all1"
"20873",95,"19AcAm129.3.1","05LoS23_11",0.997376188914398,"all1"
"209491",95,"19AcAm129.3.1","19AcAm209.1.1",0.998032141685799,"all1"
"210094",95,"19AcAm129.3.1","19AcGLB198.2.2",0.997376188914398,"all1"
"210921",95,"19AcAm129.3.1","19AcS313A.2.1",0.998360118071499,"all1"
"24569",95,"19AcAm209.1.1","05LoS23_11",0.997376188914398,"all1"
"246321",95,"19AcAm209.1.1","19AcAm129.3.1",0.998032141685799,"all1"
"247052",95,"19AcAm209.1.1","19AcGLB198.2.2",0.997376188914398,"all1"
"247881",95,"19AcAm209.1.1","19AcS313A.2.1",0.998360118071499,"all1"
"40409",95,"19AcGLB198.2.2","05LoS23_11",0.996720236142998,"all1"
"404724",95,"19AcGLB198.2.2","19AcAm129.3.1",0.997376188914398,"all1"
"404862",95,"19AcGLB198.2.2","19AcAm209.1.1",0.997376188914398,"all1"
"40628",95,"19AcGLB198.2.2","19AcS313A.2.1",0.997704165300098,"all1"
"62321",95,"19AcS313A.2.1","05LoS23_11",0.997704165300098,"all1"
"623841",95,"19AcS313A.2.1","19AcAm129.3.1",0.998360118071499,"all1"
"623981",95,"19AcS313A.2.1","19AcAm209.1.1",0.998360118071499,"all1"
"62458",95,"19AcS313A.2.1","19AcGLB198.2.2",0.997704165300098,"all1"
"239534",95,"05LoS16R1_16","05LoS3_1",0.995736306985897,"I3"
"250025",95,"05LoS16R1_16","19AcARN300.2.1",0.996720236142998,"I3"
"253976",95,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"I3"
"263631",95,"05LoS16R1_16","CW9",0.997704165300098,"I3"
"502636",95,"05LoS3_1","05LoS16R1_16",0.995736306985897,"I3"
"514022",95,"05LoS3_1","19AcARN300.2.1",0.997704165300098,"I3"
"517920",95,"05LoS3_1","19AcHe316.1.1",0.996720236142998,"I3"
"527630",95,"05LoS3_1","CW9",0.998032141685799,"I3"
"3274625",95,"19AcARN300.2.1","05LoS16R1_16",0.996720236142998,"I3"
"3275622",95,"19AcARN300.2.1","05LoS3_1",0.997704165300098,"I3"
"3289917",95,"19AcARN300.2.1","19AcHe316.1.1",0.997704165300098,"I3"
"3299623",95,"19AcARN300.2.1","CW9",0.999016070842899,"I3"
"4304276",95,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"I3"
"4305220",95,"19AcHe316.1.1","05LoS3_1",0.996720236142998,"I3"
"4315717",95,"19AcHe316.1.1","19AcARN300.2.1",0.997704165300098,"I3"
"4329227",95,"19AcHe316.1.1","CW9",0.998688094457199,"I3"
"6865029",95,"CW9","05LoS16R1_16",0.997704165300098,"I3"
"6866028",95,"CW9","05LoS3_1",0.998032141685799,"I3"
"6876523",95,"CW9","19AcARN300.2.1",0.999016070842899,"I3"
"6880427",95,"CW9","19AcHe316.1.1",0.998688094457199,"I3"
"249473",95,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"R3"
"252962",95,"05LoS16R1_16","19AcGLB198.2.2",0.996064283371597,"R3"
"2539124",95,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"R3"
"260963",95,"05LoS16R1_16","19AcS312.2.1",0.995736306985897,"R3"
"3116273",95,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"R3"
"3130564",95,"19AcARN268.1.1","19AcGLB198.2.2",0.997376188914398,"R3"
"3131577",95,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"R3"
"3138567",95,"19AcARN268.1.1","19AcS312.2.1",0.997048212528698,"R3"
"4040258",95,"19AcGLB198.2.2","05LoS16R1_16",0.996064283371597,"R3"
"4051164",95,"19AcGLB198.2.2","19AcARN268.1.1",0.997376188914398,"R3"
"4055565",95,"19AcGLB198.2.2","19AcHe316.1.1",0.997048212528698,"R3"
"4062564",95,"19AcGLB198.2.2","19AcS312.2.1",0.997048212528698,"R3"
"43042124",95,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"R3"
"4315177",95,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"R3"
"4318665",95,"19AcHe316.1.1","19AcGLB198.2.2",0.997048212528698,"R3"
"4326569",95,"19AcHe316.1.1","19AcS312.2.1",0.996720236142998,"R3"
"6152262",95,"19AcS312.2.1","05LoS16R1_16",0.995736306985897,"R3"
"6163167",95,"19AcS312.2.1","19AcARN268.1.1",0.997048212528698,"R3"
"6166664",95,"19AcS312.2.1","19AcGLB198.2.2",0.997048212528698,"R3"
"6167669",95,"19AcS312.2.1","19AcHe316.1.1",0.996720236142998,"R3"
"14773",95,"13LoS70_2","19AcAm209.2.1",0.742201039861352,"metapop"
"14841",95,"13LoS70_2","19AcAm39.4.1",0.77575483433224,"metapop"
"14886",95,"13LoS70_2","19AcD280.1.1",0.729164203806597,"metapop"
"14925",95,"13LoS70_2","19AcD306.1.1",0.720509526867908,"metapop"
"20363",95,"19AcAm209.2.1","19AcAm39.4.1",0.824384423473262,"metapop"
"20397",95,"19AcAm209.2.1","13LoS70_2",0.742201039861352,"metapop"
"20418",95,"19AcAm209.2.1","19AcD306.1.1",0.730191397406874,"metapop"
"20430",95,"19AcAm209.2.1","19AcD280.1.1",0.730050933786078,"metapop"
"23536",95,"19AcAm39.4.1","19AcAm209.2.1",0.824384423473262,"metapop"
"23614",95,"19AcAm39.4.1","19AcD306.1.1",0.731696859256083,"metapop"
"23676",95,"19AcAm39.4.1","13LoS70_2",0.77575483433224,"metapop"
"23693",95,"19AcAm39.4.1","19AcD280.1.1",0.737864077669903,"metapop"
"29578",95,"19AcD280.1.1","19AcAm39.4.1",0.737864077669903,"metapop"
"29643",95,"19AcD280.1.1","19AcD306.1.1",0.72800447177194,"metapop"
"29647",95,"19AcD280.1.1","13LoS70_2",0.729164203806597,"metapop"
"29671",95,"19AcD280.1.1","19AcAm209.2.1",0.730050933786078,"metapop"
"31521",95,"19AcD306.1.1","19AcD280.1.1",0.72800447177194,"metapop"
"31582",95,"19AcD306.1.1","13LoS70_2",0.720509526867908,"metapop"
"31635",95,"19AcD306.1.1","19AcAm39.4.1",0.731696859256083,"metapop"
"31644",95,"19AcD306.1.1","19AcAm209.2.1",0.730191397406874,"metapop"
"80961",95,"11LoS21_3","19AcAM290.2.1",0.849899933288859,"species"
"8110",95,"11LoS21_3","19AcAm129.2.1",0.839091699261191,"species"
"8115",95,"11LoS21_3","19AcPa285.2.1",0.841098632269543,"species"
"8225",95,"11LoS21_3","19AcS217.3.1",0.885499462943072,"species"
"16466",95,"19AcAm129.2.1","19AcS217.3.1",0.858105171664494,"species"
"16471",95,"19AcAm129.2.1","11LoS21_3",0.839091699261191,"species"
"16533",95,"19AcAm129.2.1","19AcPa285.2.1",0.863846067289299,"species"
"16555",95,"19AcAm129.2.1","19AcAM290.2.1",0.882088208820882,"species"
"22265",95,"19AcAM290.2.1","19AcS217.3.1",0.862241494329553,"species"
"22288",95,"19AcAM290.2.1","19AcPa285.2.1",0.895586032038723,"species"
"222931",95,"19AcAM290.2.1","11LoS21_3",0.849899933288859,"species"
"22501",95,"19AcAM290.2.1","19AcAm129.2.1",0.882088208820882,"species"
"46964",95,"19AcPa285.2.1","11LoS21_3",0.841098632269543,"species"
"47011",95,"19AcPa285.2.1","19AcAm129.2.1",0.863846067289299,"species"
"47057",95,"19AcPa285.2.1","19AcS217.3.1",0.858111864783721,"species"
"47146",95,"19AcPa285.2.1","19AcAM290.2.1",0.895586032038723,"species"
"51083",95,"19AcS217.3.1","11LoS21_3",0.885499462943072,"species"
"51113",95,"19AcS217.3.1","19AcPa285.2.1",0.858111864783721,"species"
"51143",95,"19AcS217.3.1","19AcAm129.2.1",0.858105171664494,"species"
"51226",95,"19AcS217.3.1","19AcAM290.2.1",0.862241494329553,"species"
"35092",96,"05LoS21R6_43","19AcAm128.2.1",0.996720236142998,"all1"
"35541",96,"05LoS21R6_43","19AcARN282.3.1",0.997376188914398,"all1"
"3560",96,"05LoS21R6_43","19AcD266.1.1",0.997376188914398,"all1"
"3670",96,"05LoS21R6_43","19AcS397Asp.3.1",0.996392259757298,"all1"
"203422",96,"19AcAm128.2.1","05LoS21R6_43",0.996720236142998,"all1"
"20450",96,"19AcAm128.2.1","19AcARN282.3.1",0.997376188914398,"all1"
"20456",96,"19AcAm128.2.1","19AcD266.1.1",0.997376188914398,"all1"
"205661",96,"19AcAm128.2.1","19AcS397Asp.3.1",0.996392259757298,"all1"
"322221",96,"19AcARN282.3.1","05LoS21R6_43",0.997376188914398,"all1"
"32286",96,"19AcARN282.3.1","19AcAm128.2.1",0.997376188914398,"all1"
"32336",96,"19AcARN282.3.1","19AcD266.1.1",0.998032141685799,"all1"
"32446",96,"19AcARN282.3.1","19AcS397Asp.3.1",0.997048212528698,"all1"
"33806",96,"19AcD266.1.1","05LoS21R6_43",0.997376188914398,"all1"
"33870",96,"19AcD266.1.1","19AcAm128.2.1",0.997376188914398,"all1"
"33915",96,"19AcD266.1.1","19AcARN282.3.1",0.998032141685799,"all1"
"340303",96,"19AcD266.1.1","19AcS397Asp.3.1",0.997704165300098,"all1"
"62846",96,"19AcS397Asp.3.1","05LoS21R6_43",0.996392259757298,"all1"
"629101",96,"19AcS397Asp.3.1","19AcAm128.2.1",0.996392259757298,"all1"
"62955",96,"19AcS397Asp.3.1","19AcARN282.3.1",0.997048212528698,"all1"
"629613",96,"19AcS397Asp.3.1","19AcD266.1.1",0.997704165300098,"all1"
"504029",96,"05LoS3_1","09LoS36_3",0.996064283371597,"I3"
"513423",96,"05LoS3_1","19AcARN268.1.1",0.997048212528698,"I3"
"514023",96,"05LoS3_1","19AcARN300.2.1",0.997704165300098,"I3"
"517921",96,"05LoS3_1","19AcHe316.1.1",0.996720236142998,"I3"
"635629",96,"09LoS36_3","05LoS3_1",0.996064283371597,"I3"
"645426",96,"09LoS36_3","19AcARN268.1.1",0.997048212528698,"I3"
"646020",96,"09LoS36_3","19AcARN300.2.1",0.997048212528698,"I3"
"649928",96,"09LoS36_3","19AcHe316.1.1",0.996720236142998,"I3"
"3117223",96,"19AcARN268.1.1","05LoS3_1",0.997048212528698,"I3"
"3117726",96,"19AcARN268.1.1","09LoS36_3",0.997048212528698,"I3"
"3127622",96,"19AcARN268.1.1","19AcARN300.2.1",0.998032141685799,"I3"
"3131578",96,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"I3"
"3275623",96,"19AcARN300.2.1","05LoS3_1",0.997704165300098,"I3"
"3276120",96,"19AcARN300.2.1","09LoS36_3",0.997048212528698,"I3"
"3285520",96,"19AcARN300.2.1","19AcARN268.1.1",0.998032141685799,"I3"
"3289918",96,"19AcARN300.2.1","19AcHe316.1.1",0.997704165300098,"I3"
"4305221",96,"19AcHe316.1.1","05LoS3_1",0.996720236142998,"I3"
"4305728",96,"19AcHe316.1.1","09LoS36_3",0.996720236142998,"I3"
"4315178",96,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"I3"
"4315718",96,"19AcHe316.1.1","19AcARN300.2.1",0.997704165300098,"I3"
"249474",96,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"R3"
"252963",96,"05LoS16R1_16","19AcGLB198.2.2",0.996064283371597,"R3"
"253977",96,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"R3"
"260964",96,"05LoS16R1_16","19AcS312.2.1",0.995736306985897,"R3"
"3116274",96,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"R3"
"3130565",96,"19AcARN268.1.1","19AcGLB198.2.2",0.997376188914398,"R3"
"31315121",96,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"R3"
"3138568",96,"19AcARN268.1.1","19AcS312.2.1",0.997048212528698,"R3"
"4040259",96,"19AcGLB198.2.2","05LoS16R1_16",0.996064283371597,"R3"
"4051165",96,"19AcGLB198.2.2","19AcARN268.1.1",0.997376188914398,"R3"
"4055566",96,"19AcGLB198.2.2","19AcHe316.1.1",0.997048212528698,"R3"
"4062565",96,"19AcGLB198.2.2","19AcS312.2.1",0.997048212528698,"R3"
"4304277",96,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"R3"
"43151122",96,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"R3"
"4318666",96,"19AcHe316.1.1","19AcGLB198.2.2",0.997048212528698,"R3"
"4326570",96,"19AcHe316.1.1","19AcS312.2.1",0.996720236142998,"R3"
"6152263",96,"19AcS312.2.1","05LoS16R1_16",0.995736306985897,"R3"
"6163168",96,"19AcS312.2.1","19AcARN268.1.1",0.997048212528698,"R3"
"6166665",96,"19AcS312.2.1","19AcGLB198.2.2",0.997048212528698,"R3"
"6167670",96,"19AcS312.2.1","19AcHe316.1.1",0.996720236142998,"R3"
"10956",96,"11LoS34_2","19AcPa177.2.2",0.850273106993681,"metapop"
"11017",96,"11LoS34_2","19AcGR302.4.1",0.743228484054172,"metapop"
"11048",96,"11LoS34_2","19AcNV333.2.1",0.746848312322082,"metapop"
"11081",96,"11LoS34_2","19AcPa178.2.1",0.844395046046364,"metapop"
"36554",96,"19AcGR302.4.1","19AcNV333.2.1",0.783429040196883,"metapop"
"36590",96,"19AcGR302.4.1","19AcPa177.2.2",0.754782232789366,"metapop"
"36703",96,"19AcGR302.4.1","19AcPa178.2.1",0.752002563281,"metapop"
"36726",96,"19AcGR302.4.1","11LoS34_2",0.743228484054172,"metapop"
"38550",96,"19AcNV333.2.1","19AcPa177.2.2",0.758079130172153,"metapop"
"38690",96,"19AcNV333.2.1","11LoS34_2",0.746848312322082,"metapop"
"38713",96,"19AcNV333.2.1","19AcPa178.2.1",0.752265259384646,"metapop"
"38714",96,"19AcNV333.2.1","19AcGR302.4.1",0.783429040196883,"metapop"
"45016",96,"19AcPa177.2.2","11LoS34_2",0.850273106993681,"metapop"
"45047",96,"19AcPa177.2.2","19AcPa178.2.1",0.912824811399832,"metapop"
"45090",96,"19AcPa177.2.2","19AcNV333.2.1",0.758079130172153,"metapop"
"45192",96,"19AcPa177.2.2","19AcGR302.4.1",0.754782232789366,"metapop"
"45569",96,"19AcPa178.2.1","19AcPa177.2.2",0.912824811399832,"metapop"
"45578",96,"19AcPa178.2.1","19AcGR302.4.1",0.752002563281,"metapop"
"45644",96,"19AcPa178.2.1","19AcNV333.2.1",0.752265259384646,"metapop"
"45720",96,"19AcPa178.2.1","11LoS34_2",0.844395046046364,"metapop"
"5100",96,"09LoS36_3","24",0.711438364859718,"species"
"5109",96,"09LoS36_3","19AcD266.1.1",0.86891093523576,"species"
"51703",96,"09LoS36_3","19AcS295.2.1",0.859816188683424,"species"
"5287",96,"09LoS36_3","19AcS123.1.1",0.883090477804134,"species"
"28600",96,"19AcD266.1.1","19AcS295.2.1",0.872067767158992,"species"
"28605",96,"19AcD266.1.1","24",0.713061832629749,"species"
"28620",96,"19AcD266.1.1","19AcS123.1.1",0.902879291251384,"species"
"28765",96,"19AcD266.1.1","09LoS36_3",0.86891093523576,"species"
"47921",96,"19AcS123.1.1","09LoS36_3",0.883090477804134,"species"
"48000",96,"19AcS123.1.1","19AcD266.1.1",0.902879291251384,"species"
"48058",96,"19AcS123.1.1","19AcS295.2.1",0.869196919691969,"species"
"48125",96,"19AcS123.1.1","24",0.727822580645161,"species"
"51611",96,"19AcS295.2.1","19AcS123.1.1",0.869196919691969,"species"
"51727",96,"19AcS295.2.1","19AcD266.1.1",0.872067767158992,"species"
"51738",96,"19AcS295.2.1","24",0.701257086517131,"species"
"51770",96,"19AcS295.2.1","09LoS36_3",0.859816188683424,"species"
"56630",96,"24","19AcS123.1.1",0.727822580645161,"species"
"56643",96,"24","19AcD266.1.1",0.713061832629749,"species"
"56676",96,"24","19AcS295.2.1",0.701257086517131,"species"
"56773",96,"24","09LoS36_3",0.711438364859718,"species"
"310521",97,"19AcAm43.3.1","19AcHe317.2.1",0.995080354214497,"all1"
"31108",97,"19AcAm43.3.1","19AcS183.2.1",0.996720236142998,"all1"
