"","isolate1","isolate2","ani","haplotype","sample"
"15849","19AcARN268.1.1","05LoS16R1_16",99.5059,"K1_R3_I1_G1",64
"15860","19AcARN268.1.1","19AcS312.2.1",99.459,"K1_R3_I1_G1",64
"15877","19AcARN268.1.1","19AcHe316.1.1",99.3308,"K1_R3_I1_G1",64
"15882","19AcARN268.1.1","19AcGLB198.2.2",99.2898,"K1_R3_I1_G1",64
"30936","19AcGLB198.2.2","05LoS16R1_16",99.2944,"K1_R3_I1_G1",64
"30938","19AcGLB198.2.2","19AcARN268.1.1",99.2842,"K1_R3_I1_G1",64
"30945","19AcGLB198.2.2","19AcS312.2.1",99.2644,"K1_R3_I1_G1",64
"30975","19AcGLB198.2.2","19AcHe316.1.1",99.0405,"K1_R3_I1_G1",64
"325022","19AcHe316.1.1","05LoS16R1_16",99.4237,"K1_R3_I1_G1",64
"32545","19AcHe316.1.1","19AcARN268.1.1",99.3221,"K1_R3_I1_G1",64
"32586","19AcHe316.1.1","19AcS312.2.1",99.1783,"K1_R3_I1_G1",64
"32596","19AcHe316.1.1","19AcGLB198.2.2",99.0415,"K1_R3_I1_G1",64
"47394","19AcS312.2.1","19AcARN268.1.1",99.4592,"K1_R3_I1_G1",64
"47423","19AcS312.2.1","05LoS16R1_16",99.357,"K1_R3_I1_G1",64
"47436","19AcS312.2.1","19AcGLB198.2.2",99.275,"K1_R3_I1_G1",64
"47444","19AcS312.2.1","19AcHe316.1.1",99.1906,"K1_R3_I1_G1",64
"1398","05LoS16R1_16","19AcARN300.2.1",99.6605,"K1_R1_I3_G1",64
"14511","05LoS16R1_16","19AcARN268.1.1",99.5058,"K1_R1_I3_G1",64
"1473","05LoS16R1_16","19AcAm43.3.1",99.4596,"K1_R1_I3_G1",64
"148011","05LoS16R1_16","19AcHe316.1.1",99.4315,"K1_R1_I3_G1",64
"15807","19AcARN268.1.1","19AcAm43.3.1",99.6089,"K1_R1_I3_G1",64
"15816","19AcARN268.1.1","19AcARN300.2.1",99.594,"K1_R1_I3_G1",64
"158491","19AcARN268.1.1","05LoS16R1_16",99.5059,"K1_R1_I3_G1",64
"158771","19AcARN268.1.1","19AcHe316.1.1",99.3308,"K1_R1_I3_G1",64
"17197","19AcARN300.2.1","05LoS16R1_16",99.6597,"K1_R1_I3_G1",64
"17215","19AcARN300.2.1","19AcAm43.3.1",99.5897,"K1_R1_I3_G1",64
"17216","19AcARN300.2.1","19AcARN268.1.1",99.5893,"K1_R1_I3_G1",64
"17233","19AcARN300.2.1","19AcHe316.1.1",99.5258,"K1_R1_I3_G1",64
"25099","19AcAm43.3.1","19AcARN268.1.1",99.6057,"K1_R1_I3_G1",64
"25108","19AcAm43.3.1","19AcARN300.2.1",99.5874,"K1_R1_I3_G1",64
"25148","19AcAm43.3.1","19AcHe316.1.1",99.4616,"K1_R1_I3_G1",64
"25151","19AcAm43.3.1","05LoS16R1_16",99.4546,"K1_R1_I3_G1",64
"324831","19AcHe316.1.1","19AcARN300.2.1",99.5209,"K1_R1_I3_G1",64
"32491","19AcHe316.1.1","19AcAm43.3.1",99.4643,"K1_R1_I3_G1",64
"325021","19AcHe316.1.1","05LoS16R1_16",99.4237,"K1_R1_I3_G1",64
"325451","19AcHe316.1.1","19AcARN268.1.1",99.3221,"K1_R1_I3_G1",64
"23491","19AcAm185.3.1","19AcS136.2.1",99.635,"K1_R1_I1_G1",65
"23506","19AcAm185.3.1","19AcAm40.3.1",99.5978,"K1_R1_I1_G1",65
"23519","19AcAm185.3.1","19AcD266.1.1",99.553,"K1_R1_I1_G1",65
"23526","19AcAm185.3.1","19AcS121.1.1",99.5367,"K1_R1_I1_G1",65
"27677","19AcAm40.3.1","19AcS136.2.1",99.8338,"K1_R1_I1_G1",65
"27693","19AcAm40.3.1","19AcD266.1.1",99.7845,"K1_R1_I1_G1",65
"27703","19AcAm40.3.1","19AcS121.1.1",99.7731,"K1_R1_I1_G1",65
"27765","19AcAm40.3.1","19AcAm185.3.1",99.5996,"K1_R1_I1_G1",65
"29645","19AcD266.1.1","19AcS121.1.1",99.9653,"K1_R1_I1_G1",65
"29658","19AcD266.1.1","19AcS136.2.1",99.8218,"K1_R1_I1_G1",65
"29669","19AcD266.1.1","19AcAm40.3.1",99.7902,"K1_R1_I1_G1",65
"29747","19AcD266.1.1","19AcAm185.3.1",99.5593,"K1_R1_I1_G1",65
"48663","19AcS121.1.1","19AcD266.1.1",99.9662,"K1_R1_I1_G1",65
"48685","19AcS121.1.1","19AcS136.2.1",99.8005,"K1_R1_I1_G1",65
"48694","19AcS121.1.1","19AcAm40.3.1",99.7735,"K1_R1_I1_G1",65
"48767","19AcS121.1.1","19AcAm185.3.1",99.5385,"K1_R1_I1_G1",65
"49426","19AcS136.2.1","19AcAm40.3.1",99.834,"K1_R1_I1_G1",65
"49428","19AcS136.2.1","19AcD266.1.1",99.8173,"K1_R1_I1_G1",65
"49438","19AcS136.2.1","19AcS121.1.1",99.8022,"K1_R1_I1_G1",65
"49497","19AcS136.2.1","19AcAm185.3.1",99.633,"K1_R1_I1_G1",65
"17872","05LoS16R1_16","19AcGLB102.2.2",99.6817,"K1_R3_I1_G1",65
"1794","05LoS16R1_16","19AcHe316.1.1",99.6698,"K1_R3_I1_G1",65
"17951","05LoS16R1_16","19AcGLB198.2.2",99.6685,"K1_R3_I1_G1",65
"1806","05LoS16R1_16","19AcARN268.1.1",99.6238,"K1_R3_I1_G1",65
"187952","19AcARN268.1.1","19AcGLB102.2.2",99.7312,"K1_R3_I1_G1",65
"18820","19AcARN268.1.1","19AcGLB198.2.2",99.6873,"K1_R3_I1_G1",65
"18862","19AcARN268.1.1","05LoS16R1_16",99.6189,"K1_R3_I1_G1",65
"18871","19AcARN268.1.1","19AcHe316.1.1",99.5764,"K1_R3_I1_G1",65
"33643","19AcGLB102.2.2","19AcARN268.1.1",99.7326,"K1_R3_I1_G1",65
"33659","19AcGLB102.2.2","05LoS16R1_16",99.6828,"K1_R3_I1_G1",65
"33670","19AcGLB102.2.2","19AcGLB198.2.2",99.659,"K1_R3_I1_G1",65
"33674","19AcGLB102.2.2","19AcHe316.1.1",99.6416,"K1_R3_I1_G1",65
"35872","19AcGLB198.2.2","19AcARN268.1.1",99.6939,"K1_R3_I1_G1",65
"358801","19AcGLB198.2.2","05LoS16R1_16",99.6704,"K1_R3_I1_G1",65
"35886","19AcGLB198.2.2","19AcGLB102.2.2",99.6526,"K1_R3_I1_G1",65
"35894","19AcGLB198.2.2","19AcHe316.1.1",99.6326,"K1_R3_I1_G1",65
"38324","19AcHe316.1.1","05LoS16R1_16",99.6717,"K1_R3_I1_G1",65
"38339","19AcHe316.1.1","19AcGLB102.2.2",99.6398,"K1_R3_I1_G1",65
"38342","19AcHe316.1.1","19AcGLB198.2.2",99.6382,"K1_R3_I1_G1",65
"38367","19AcHe316.1.1","19AcARN268.1.1",99.5771,"K1_R3_I1_G1",65
"17551","05LoS16R1_16","05LoS3_1",99.7368,"K1_R1_I3_G1",65
"17703","05LoS16R1_16","19AcARN300.2.1",99.7174,"K1_R1_I3_G1",65
"17781","05LoS16R1_16","19AcPa177.2.2",99.7029,"K1_R1_I3_G1",65
"17941","05LoS16R1_16","19AcHe316.1.1",99.6698,"K1_R1_I3_G1",65
"4457","05LoS3_1","19AcARN300.2.1",99.7802,"K1_R1_I3_G1",65
"4476","05LoS3_1","05LoS16R1_16",99.7288,"K1_R1_I3_G1",65
"4518","05LoS3_1","19AcPa177.2.2",99.6517,"K1_R1_I3_G1",65
"4534","05LoS3_1","19AcHe316.1.1",99.5823,"K1_R1_I3_G1",65
"202891","19AcARN300.2.1","05LoS3_1",99.7777,"K1_R1_I3_G1",65
"20314","19AcARN300.2.1","05LoS16R1_16",99.7163,"K1_R1_I3_G1",65
"20334","19AcARN300.2.1","19AcHe316.1.1",99.6875,"K1_R1_I3_G1",65
"20347","19AcARN300.2.1","19AcPa177.2.2",99.6305,"K1_R1_I3_G1",65
"38315","19AcHe316.1.1","19AcARN300.2.1",99.6868,"K1_R1_I3_G1",65
"38316","19AcHe316.1.1","19AcPa177.2.2",99.6855,"K1_R1_I3_G1",65
"383241","19AcHe316.1.1","05LoS16R1_16",99.6717,"K1_R1_I3_G1",65
"38365","19AcHe316.1.1","05LoS3_1",99.5818,"K1_R1_I3_G1",65
"45980","19AcPa177.2.2","05LoS16R1_16",99.7035,"K1_R1_I3_G1",65
"45988","19AcPa177.2.2","19AcHe316.1.1",99.687,"K1_R1_I3_G1",65
"46001","19AcPa177.2.2","05LoS3_1",99.6543,"K1_R1_I3_G1",65
"46017","19AcPa177.2.2","19AcARN300.2.1",99.6284,"K1_R1_I3_G1",65
"4227","05LoS23_11","11LoS28_6",99.6917,"K1_R1_I1_G1",66
"4231","05LoS23_11","19AcARN300.2.1",99.6854,"K1_R1_I1_G1",66
"4243","05LoS23_11","19AcS311.1.1",99.6662,"K1_R1_I1_G1",66
"4275","05LoS23_11","19AcS142.3.1",99.5452,"K1_R1_I1_G1",66
"9647","11LoS28_6","19AcARN300.2.1",99.7753,"K1_R1_I1_G1",66
"9654","11LoS28_6","19AcS311.1.1",99.7676,"K1_R1_I1_G1",66
"9682","11LoS28_6","05LoS23_11",99.7084,"K1_R1_I1_G1",66
"9694","11LoS28_6","19AcS142.3.1",99.6563,"K1_R1_I1_G1",66
"20298","19AcARN300.2.1","11LoS28_6",99.7782,"K1_R1_I1_G1",66
"20315","19AcARN300.2.1","05LoS23_11",99.7078,"K1_R1_I1_G1",66
"20337","19AcARN300.2.1","19AcS311.1.1",99.6292,"K1_R1_I1_G1",66
"20343","19AcARN300.2.1","19AcS142.3.1",99.5953,"K1_R1_I1_G1",66
"49911","19AcS142.3.1","19AcS311.1.1",99.7576,"K1_R1_I1_G1",66
"49931","19AcS142.3.1","11LoS28_6",99.6579,"K1_R1_I1_G1",66
"49945","19AcS142.3.1","05LoS23_11",99.6372,"K1_R1_I1_G1",66
"49969","19AcS142.3.1","19AcARN300.2.1",99.5964,"K1_R1_I1_G1",66
"54101","19AcS311.1.1","11LoS28_6",99.7672,"K1_R1_I1_G1",66
"54105","19AcS311.1.1","19AcS142.3.1",99.7569,"K1_R1_I1_G1",66
"54122","19AcS311.1.1","05LoS23_11",99.6913,"K1_R1_I1_G1",66
"54144","19AcS311.1.1","19AcARN300.2.1",99.6291,"K1_R1_I1_G1",66
"1758","05LoS16R1_16","19AcS312.2.1",99.7328,"K1_R3_I1_G1",66
"17922","05LoS16R1_16","19AcARN268.1.1",99.6451,"K1_R3_I1_G1",66
"1829","05LoS16R1_16","19AcGLB198.2.2",99.5623,"K1_R3_I1_G1",66
"1847","05LoS16R1_16","19AcHe316.1.1",99.3994,"K1_R3_I1_G1",66
"18792","19AcARN268.1.1","19AcS312.2.1",99.7336,"K1_R3_I1_G1",66
"18801","19AcARN268.1.1","19AcGLB198.2.2",99.7145,"K1_R3_I1_G1",66
"18844","19AcARN268.1.1","05LoS16R1_16",99.6407,"K1_R3_I1_G1",66
"188942","19AcARN268.1.1","19AcHe316.1.1",99.3883,"K1_R3_I1_G1",66
"36065","19AcGLB198.2.2","19AcARN268.1.1",99.7124,"K1_R3_I1_G1",66
"36093","19AcGLB198.2.2","19AcS312.2.1",99.6114,"K1_R3_I1_G1",66
"36130","19AcGLB198.2.2","05LoS16R1_16",99.5596,"K1_R3_I1_G1",66
"36184","19AcGLB198.2.2","19AcHe316.1.1",99.2446,"K1_R3_I1_G1",66
"38560","19AcHe316.1.1","19AcS312.2.1",99.4637,"K1_R3_I1_G1",66
"38587","19AcHe316.1.1","05LoS16R1_16",99.4037,"K1_R3_I1_G1",66
"38596","19AcHe316.1.1","19AcARN268.1.1",99.3871,"K1_R3_I1_G1",66
"38644","19AcHe316.1.1","19AcGLB198.2.2",99.2486,"K1_R3_I1_G1",66
"54394","19AcS312.2.1","05LoS16R1_16",99.7366,"K1_R3_I1_G1",66
"54396","19AcS312.2.1","19AcARN268.1.1",99.7342,"K1_R3_I1_G1",66
"54428","19AcS312.2.1","19AcGLB198.2.2",99.6113,"K1_R3_I1_G1",66
"54457","19AcS312.2.1","19AcHe316.1.1",99.4633,"K1_R3_I1_G1",66
"44581","05LoS3_1","19AcARN268.1.1",99.711,"K1_R1_I3_G1",66
"44761","05LoS3_1","19AcARN300.2.1",99.6522,"K1_R1_I3_G1",66
"4568","05LoS3_1","19AcHe316.1.1",99.3101,"K1_R1_I3_G1",66
"4574","05LoS3_1","19AcPa177.2.2",99.0132,"K1_R1_I3_G1",66
"187771","19AcARN268.1.1","19AcARN300.2.1",99.7931,"K1_R1_I3_G1",66
"18803","19AcARN268.1.1","05LoS3_1",99.7116,"K1_R1_I3_G1",66
"1889411","19AcARN268.1.1","19AcHe316.1.1",99.3883,"K1_R1_I3_G1",66
"18899","19AcARN268.1.1","19AcPa177.2.2",99.0081,"K1_R1_I3_G1",66
"20292","19AcARN300.2.1","19AcARN268.1.1",99.7937,"K1_R1_I3_G1",66
"20330","19AcARN300.2.1","05LoS3_1",99.6511,"K1_R1_I3_G1",66
"20374","19AcARN300.2.1","19AcHe316.1.1",99.4253,"K1_R1_I3_G1",66
"20383","19AcARN300.2.1","19AcPa177.2.2",99.0474,"K1_R1_I3_G1",66
"38575","19AcHe316.1.1","19AcARN300.2.1",99.427,"K1_R1_I3_G1",66
"385961","19AcHe316.1.1","19AcARN268.1.1",99.3871,"K1_R1_I3_G1",66
"38632","19AcHe316.1.1","05LoS3_1",99.3111,"K1_R1_I3_G1",66
"38660","19AcHe316.1.1","19AcPa177.2.2",98.7271,"K1_R1_I3_G1",66
"45995","19AcPa177.2.2","19AcARN300.2.1",99.0535,"K1_R1_I3_G1",66
"46012","19AcPa177.2.2","05LoS3_1",99.0219,"K1_R1_I3_G1",66
"46016","19AcPa177.2.2","19AcARN268.1.1",99.015,"K1_R1_I3_G1",66
"46071","19AcPa177.2.2","19AcHe316.1.1",98.7355,"K1_R1_I3_G1",66
"4490","09LoS35_1","19AcD266.3.1",99.1237,"K1_R1_I1_G1",67
"4491","09LoS35_1","19AcD266.1.1",99.121,"K1_R1_I1_G1",67
"4500","09LoS35_1","19AcARN282.3.1",99.046,"K1_R1_I1_G1",67
"17473","19AcARN282.3.1","19AcD266.1.1",99.5149,"K1_R1_I1_G1",67
"174911","19AcARN282.3.1","19AcD266.3.1",99.3142,"K1_R1_I1_G1",67
"17518","19AcARN282.3.1","09LoS35_1",99.0393,"K1_R1_I1_G1",67
"26435","19AcD266.1.1","19AcD266.3.1",99.8009,"K1_R1_I1_G1",67
"26455","19AcD266.1.1","19AcARN282.3.1",99.4779,"K1_R1_I1_G1",67
"26506","19AcD266.1.1","09LoS35_1",99.1151,"K1_R1_I1_G1",67
"26906","19AcD266.3.1","19AcD266.1.1",99.7967,"K1_R1_I1_G1",67
"26943","19AcD266.3.1","19AcARN282.3.1",99.2884,"K1_R1_I1_G1",67
"26975","19AcD266.3.1","09LoS35_1",99.114,"K1_R1_I1_G1",67
"971","05LoS16R1_16","19AcS312.2.1",99.326,"K1_R3_I1_G1",67
"998","05LoS16R1_16","19AcGLB198.2.2",99.2063,"K1_R3_I1_G1",67
"1041","05LoS16R1_16","19AcARN268.1.1",99.0486,"K1_R3_I1_G1",67
"1050","05LoS16R1_16","19AcGLB102.2.2",98.983,"K1_R3_I1_G1",67
"16553","19AcARN268.1.1","19AcGLB198.2.2",99.1952,"K1_R3_I1_G1",67
"16574","19AcARN268.1.1","19AcS312.2.1",99.1209,"K1_R3_I1_G1",67
"16602","19AcARN268.1.1","19AcGLB102.2.2",99.0595,"K1_R3_I1_G1",67
"16604","19AcARN268.1.1","05LoS16R1_16",99.0563,"K1_R3_I1_G1",67
"30234","19AcGLB102.2.2","19AcS312.2.1",99.095,"K1_R3_I1_G1",67
"30247","19AcGLB102.2.2","19AcARN268.1.1",99.0692,"K1_R3_I1_G1",67
"30273","19AcGLB102.2.2","05LoS16R1_16",99.0196,"K1_R3_I1_G1",67
"30293","19AcGLB102.2.2","19AcGLB198.2.2",98.9938,"K1_R3_I1_G1",67
"31909","19AcGLB198.2.2","05LoS16R1_16",99.1949,"K1_R3_I1_G1",67
"31913","19AcGLB198.2.2","19AcS312.2.1",99.1909,"K1_R3_I1_G1",67
"31917","19AcGLB198.2.2","19AcARN268.1.1",99.1795,"K1_R3_I1_G1",67
"319831","19AcGLB198.2.2","19AcGLB102.2.2",98.9388,"K1_R3_I1_G1",67
"49816","19AcS312.2.1","05LoS16R1_16",99.2752,"K1_R3_I1_G1",67
"49837","19AcS312.2.1","19AcGLB198.2.2",99.1982,"K1_R3_I1_G1",67
"498651","19AcS312.2.1","19AcARN268.1.1",99.0929,"K1_R3_I1_G1",67
"49867","19AcS312.2.1","19AcGLB102.2.2",99.0898,"K1_R3_I1_G1",67
"969","05LoS16R1_16","19AcARN300.2.1",99.3342,"K1_R1_I3_G1",67
"989","05LoS16R1_16","19AcPa177.2.2",99.2245,"K1_R1_I3_G1",67
"1002","05LoS16R1_16","05LoS3_1",99.1974,"K1_R1_I3_G1",67
"10411","05LoS16R1_16","19AcARN268.1.1",99.0486,"K1_R1_I3_G1",67
"37851","05LoS3_1","05LoS16R1_16",99.1881,"K1_R1_I3_G1",67
"3797","05LoS3_1","19AcARN300.2.1",99.1402,"K1_R1_I3_G1",67
"3822","05LoS3_1","19AcPa177.2.2",99.0227,"K1_R1_I3_G1",67
"3846","05LoS3_1","19AcARN268.1.1",98.9617,"K1_R1_I3_G1",67
"165931","19AcARN268.1.1","19AcARN300.2.1",99.0787,"K1_R1_I3_G1",67
"166041","19AcARN268.1.1","05LoS16R1_16",99.0563,"K1_R1_I3_G1",67
"16609","19AcARN268.1.1","19AcPa177.2.2",99.0409,"K1_R1_I3_G1",67
"16638","19AcARN268.1.1","05LoS3_1",98.9791,"K1_R1_I3_G1",67
"17973","19AcARN300.2.1","05LoS16R1_16",99.3409,"K1_R1_I3_G1",67
"18005","19AcARN300.2.1","05LoS3_1",99.1317,"K1_R1_I3_G1",67
"18008","19AcARN300.2.1","19AcPa177.2.2",99.104,"K1_R1_I3_G1",67
"18021","19AcARN300.2.1","19AcARN268.1.1",99.0386,"K1_R1_I3_G1",67
"42022","19AcPa177.2.2","05LoS16R1_16",99.1618,"K1_R1_I3_G1",67
"42036","19AcPa177.2.2","19AcARN300.2.1",99.1001,"K1_R1_I3_G1",67
"42064","19AcPa177.2.2","05LoS3_1",99.0224,"K1_R1_I3_G1",67
"42068","19AcPa177.2.2","19AcARN268.1.1",99.0189,"K1_R1_I3_G1",67
"5005","05LoS8_14","19AcD266.3.1",99.6819,"K1_R1_I1_G1",68
"5028","05LoS8_14","19AcAm40.3.1",99.5609,"K1_R1_I1_G1",68
"5065","05LoS8_14","19AcS181.3.1",99.4539,"K1_R1_I1_G1",68
"5102","05LoS8_14","19AcS312.2.1",99.3725,"K1_R1_I1_G1",68
"25495","19AcAm40.3.1","05LoS8_14",99.5615,"K1_R1_I1_G1",68
"25501","19AcAm40.3.1","19AcS181.3.1",99.5419,"K1_R1_I1_G1",68
"255481","19AcAm40.3.1","19AcS312.2.1",99.433,"K1_R1_I1_G1",68
"25562","19AcAm40.3.1","19AcD266.3.1",99.4072,"K1_R1_I1_G1",68
"27854","19AcD266.3.1","05LoS8_14",99.6792,"K1_R1_I1_G1",68
"27896","19AcD266.3.1","19AcAm40.3.1",99.4777,"K1_R1_I1_G1",68
"279061","19AcD266.3.1","19AcS181.3.1",99.4475,"K1_R1_I1_G1",68
"27909","19AcD266.3.1","19AcS312.2.1",99.4416,"K1_R1_I1_G1",68
"47885","19AcS181.3.1","19AcAm40.3.1",99.6121,"K1_R1_I1_G1",68
"47921","19AcS181.3.1","19AcS312.2.1",99.5359,"K1_R1_I1_G1",68
"47935","19AcS181.3.1","05LoS8_14",99.4508,"K1_R1_I1_G1",68
"47937","19AcS181.3.1","19AcD266.3.1",99.4436,"K1_R1_I1_G1",68
"50719","19AcS312.2.1","19AcS181.3.1",99.5275,"K1_R1_I1_G1",68
"50751","19AcS312.2.1","19AcD266.3.1",99.4401,"K1_R1_I1_G1",68
"50755","19AcS312.2.1","19AcAm40.3.1",99.4349,"K1_R1_I1_G1",68
"50788","19AcS312.2.1","05LoS8_14",99.3724,"K1_R1_I1_G1",68
"17581","05LoS16R1_16","19AcARN268.1.1",99.4862,"K1_R3_I1_G1",68
"17624","05LoS16R1_16","19AcGLB198.2.2",99.4657,"K1_R3_I1_G1",68
"17782","05LoS16R1_16","19AcS312.2.1",99.3705,"K1_R3_I1_G1",68
"1779","05LoS16R1_16","19AcGLB102.2.2",99.3692,"K1_R3_I1_G1",68
"17214","19AcARN268.1.1","05LoS16R1_16",99.484,"K1_R3_I1_G1",68
"17240","19AcARN268.1.1","19AcGLB198.2.2",99.386,"K1_R3_I1_G1",68
"17245","19AcARN268.1.1","19AcS312.2.1",99.3421,"K1_R3_I1_G1",68
"17248","19AcARN268.1.1","19AcGLB102.2.2",99.3348,"K1_R3_I1_G1",68
"312172","19AcGLB102.2.2","19AcS312.2.1",99.4624,"K1_R3_I1_G1",68
"31263","19AcGLB102.2.2","19AcARN268.1.1",99.335,"K1_R3_I1_G1",68
"31277","19AcGLB102.2.2","19AcGLB198.2.2",99.2999,"K1_R3_I1_G1",68
"31292","19AcGLB102.2.2","05LoS16R1_16",99.2582,"K1_R3_I1_G1",68
"33370","19AcGLB198.2.2","19AcS312.2.1",99.4739,"K1_R3_I1_G1",68
"33400","19AcGLB198.2.2","19AcARN268.1.1",99.3905,"K1_R3_I1_G1",68
"33421","19AcGLB198.2.2","05LoS16R1_16",99.3437,"K1_R3_I1_G1",68
"33429","19AcGLB198.2.2","19AcGLB102.2.2",99.3068,"K1_R3_I1_G1",68
"50738","19AcS312.2.1","19AcGLB198.2.2",99.4739,"K1_R3_I1_G1",68
"50743","19AcS312.2.1","19AcGLB102.2.2",99.462,"K1_R3_I1_G1",68
"50792","19AcS312.2.1","05LoS16R1_16",99.3654,"K1_R3_I1_G1",68
"50800","19AcS312.2.1","19AcARN268.1.1",99.3376,"K1_R3_I1_G1",68
"45302","05LoS3_1","19AcARN300.2.1",99.7559,"K1_R1_I3_G1",68
"4576","05LoS3_1","19AcPa177.2.2",99.6102,"K1_R1_I3_G1",68
"4623","05LoS3_1","19AcARN268.1.1",99.4937,"K1_R1_I3_G1",68
"4638","05LoS3_1","19AcHe316.1.1",99.4022,"K1_R1_I3_G1",68
"171861","19AcARN268.1.1","19AcARN300.2.1",99.5744,"K1_R1_I3_G1",68
"172071","19AcARN268.1.1","19AcPa177.2.2",99.5155,"K1_R1_I3_G1",68
"17211","19AcARN268.1.1","05LoS3_1",99.5034,"K1_R1_I3_G1",68
"172351","19AcARN268.1.1","19AcHe316.1.1",99.4034,"K1_R1_I3_G1",68
"18582","19AcARN300.2.1","05LoS3_1",99.7111,"K1_R1_I3_G1",68
"18601","19AcARN300.2.1","19AcPa177.2.2",99.6567,"K1_R1_I3_G1",68
"18638","19AcARN300.2.1","19AcARN268.1.1",99.5801,"K1_R1_I3_G1",68
"186601","19AcARN300.2.1","19AcHe316.1.1",99.5304,"K1_R1_I3_G1",68
"35704","19AcHe316.1.1","19AcARN300.2.1",99.5332,"K1_R1_I3_G1",68
"35718","19AcHe316.1.1","19AcPa177.2.2",99.4769,"K1_R1_I3_G1",68
"35753","19AcHe316.1.1","05LoS3_1",99.4055,"K1_R1_I3_G1",68
"35792","19AcHe316.1.1","19AcARN268.1.1",99.3026,"K1_R1_I3_G1",68
"43328","19AcPa177.2.2","05LoS3_1",99.6041,"K1_R1_I3_G1",68
"43362","19AcPa177.2.2","19AcARN268.1.1",99.5154,"K1_R1_I3_G1",68
"43366","19AcPa177.2.2","19AcARN300.2.1",99.5128,"K1_R1_I3_G1",68
"43421","19AcPa177.2.2","19AcHe316.1.1",99.3555,"K1_R1_I3_G1",68
"6156","11LoS14_2","19AcS312.3.1",99.1677,"K1_R1_I1_G1",69
"6195","11LoS14_2","19AcS398Asp.2.1",98.9439,"K1_R1_I1_G1",69
"6210","11LoS14_2","19AcAm40.3.1",98.9058,"K1_R1_I1_G1",69
"6240","11LoS14_2","19AcS181.1.1",98.8146,"K1_R1_I1_G1",69
"25020","19AcAm40.3.1","19AcS398Asp.2.1",99.8687,"K1_R1_I1_G1",69
"25090","19AcAm40.3.1","19AcS181.1.1",99.5305,"K1_R1_I1_G1",69
"25092","19AcAm40.3.1","19AcS312.3.1",99.5029,"K1_R1_I1_G1",69
"251471","19AcAm40.3.1","11LoS14_2",98.9211,"K1_R1_I1_G1",69
"46513","19AcS181.1.1","19AcS398Asp.2.1",99.5889,"K1_R1_I1_G1",69
"46524","19AcS181.1.1","19AcAm40.3.1",99.5395,"K1_R1_I1_G1",69
"46596","19AcS181.1.1","19AcS312.3.1",99.1935,"K1_R1_I1_G1",69
"46622","19AcS181.1.1","11LoS14_2",98.8191,"K1_R1_I1_G1",69
"50066","19AcS312.3.1","19AcS398Asp.2.1",99.5331,"K1_R1_I1_G1",69
"50075","19AcS312.3.1","19AcAm40.3.1",99.4982,"K1_R1_I1_G1",69
"50138","19AcS312.3.1","19AcS181.1.1",99.199,"K1_R1_I1_G1",69
"50142","19AcS312.3.1","11LoS14_2",99.1784,"K1_R1_I1_G1",69
"51451","19AcS398Asp.2.1","19AcAm40.3.1",99.8718,"K1_R1_I1_G1",69
"51497","19AcS398Asp.2.1","19AcS181.1.1",99.5852,"K1_R1_I1_G1",69
"51514","19AcS398Asp.2.1","19AcS312.3.1",99.5286,"K1_R1_I1_G1",69
"51574","19AcS398Asp.2.1","11LoS14_2",98.9493,"K1_R1_I1_G1",69
"1197","05LoS16R1_16","19AcGLB102.2.2",99.5449,"K1_R3_I1_G1",69
"1227","05LoS16R1_16","19AcS312.2.1",99.4479,"K1_R3_I1_G1",69
"1274","05LoS16R1_16","19AcARN268.1.1",99.3102,"K1_R3_I1_G1",69
"1287","05LoS16R1_16","19AcHe316.1.1",99.2688,"K1_R3_I1_G1",69
"16536","19AcARN268.1.1","19AcHe316.1.1",99.6622,"K1_R3_I1_G1",69
"16588","19AcARN268.1.1","19AcGLB102.2.2",99.5426,"K1_R3_I1_G1",69
"16589","19AcARN268.1.1","19AcS312.2.1",99.5343,"K1_R3_I1_G1",69
"16635","19AcARN268.1.1","05LoS16R1_16",99.3125,"K1_R3_I1_G1",69
"30709","19AcGLB102.2.2","19AcS312.2.1",99.6042,"K1_R3_I1_G1",69
"30716","19AcGLB102.2.2","05LoS16R1_16",99.5475,"K1_R3_I1_G1",69
"30718","19AcGLB102.2.2","19AcARN268.1.1",99.5453,"K1_R3_I1_G1",69
"30731","19AcGLB102.2.2","19AcHe316.1.1",99.4929,"K1_R3_I1_G1",69
"34698","19AcHe316.1.1","19AcARN268.1.1",99.6651,"K1_R3_I1_G1",69
"347371","19AcHe316.1.1","19AcGLB102.2.2",99.4961,"K1_R3_I1_G1",69
"34752","19AcHe316.1.1","19AcS312.2.1",99.4263,"K1_R3_I1_G1",69
"34792","19AcHe316.1.1","05LoS16R1_16",99.2698,"K1_R3_I1_G1",69
"49820","19AcS312.2.1","19AcGLB102.2.2",99.6078,"K1_R3_I1_G1",69
"49831","19AcS312.2.1","19AcARN268.1.1",99.5352,"K1_R3_I1_G1",69
"49848","19AcS312.2.1","05LoS16R1_16",99.4578,"K1_R3_I1_G1",69
"49858","19AcS312.2.1","19AcHe316.1.1",99.4246,"K1_R3_I1_G1",69
"1195","05LoS16R1_16","05LoS3_1",99.553,"K1_R1_I3_G1",69
"12741","05LoS16R1_16","19AcARN268.1.1",99.3102,"K1_R1_I3_G1",69
"1282","05LoS16R1_16","19AcAm43.3.1",99.2801,"K1_R1_I3_G1",69
