"","isolate1","isolate2","ani","population","sample"
"4535","09LoS36_1","19AcS179.2.1",99.4383,"species",96
"4559","09LoS36_1","19AcARN268.1.1",99.3244,"species",96
"4596","09LoS36_1","19AcPa151A.1.1",99.1213,"species",96
"17247","19AcARN268.1.1","19AcPa151A.1.1",99.754,"species",96
"17272","19AcARN268.1.1","19AcS179.2.1",99.5593,"species",96
"17282","19AcARN268.1.1","19AcS142.3.1",99.5324,"species",96
"17328","19AcARN268.1.1","09LoS36_1",99.3211,"species",96
"39193","19AcPa151A.1.1","19AcARN268.1.1",99.752,"species",96
"39212","19AcPa151A.1.1","19AcS142.3.1",99.4751,"species",96
"39240","19AcPa151A.1.1","19AcS179.2.1",99.3743,"species",96
"39291","19AcPa151A.1.1","09LoS36_1",99.129,"species",96
"45142","19AcS142.3.1","19AcS179.2.1",99.6203,"species",96
"45156","19AcS142.3.1","09LoS36_1",99.5435,"species",96
"45159","19AcS142.3.1","19AcARN268.1.1",99.534,"species",96
"451732","19AcS142.3.1","19AcPa151A.1.1",99.4707,"species",96
"45577","19AcS179.2.1","19AcS142.3.1",99.6142,"species",96
"45595","19AcS179.2.1","19AcARN268.1.1",99.5553,"species",96
"45629","19AcS179.2.1","09LoS36_1",99.4298,"species",96
"45643","19AcS179.2.1","19AcPa151A.1.1",99.3705,"species",96
"3369","05LoS22_10","19AcPa285.2.1",99.4049,"metapop",97
"3414","05LoS22_10","19AcGLB232.1.1",99.2865,"metapop",97
"34651","05LoS22_10","19AcHe317.2.1",99.0131,"metapop",97
"3533","05LoS22_10","13LoS15_1",91.0852,"metapop",97
"14475","13LoS15_1","19AcPa285.2.1",91.2692,"metapop",97
"14499","13LoS15_1","19AcHe317.2.1",91.2275,"metapop",97
"14503","13LoS15_1","19AcGLB232.1.1",91.2106,"metapop",97
"14545","13LoS15_1","05LoS22_10",91.0914,"metapop",97
"33484","19AcGLB232.1.1","19AcPa285.2.1",99.6327,"metapop",97
"33568","19AcGLB232.1.1","19AcHe317.2.1",99.3135,"metapop",97
"33572","19AcGLB232.1.1","05LoS22_10",99.2874,"metapop",97
"33643","19AcGLB232.1.1","13LoS15_1",91.2101,"metapop",97
"35688","19AcHe317.2.1","19AcPa285.2.1",99.3241,"metapop",97
"35693","19AcHe317.2.1","19AcGLB232.1.1",99.3125,"metapop",97
"357361","19AcHe317.2.1","05LoS22_10",99.0197,"metapop",97
"35792","19AcHe317.2.1","13LoS15_1",91.4244,"metapop",97
"45202","19AcPa285.2.1","19AcGLB232.1.1",99.6369,"metapop",97
"45254","19AcPa285.2.1","05LoS22_10",99.4072,"metapop",97
"45268","19AcPa285.2.1","19AcHe317.2.1",99.3238,"metapop",97
"45355","19AcPa285.2.1","13LoS15_1",91.2128,"metapop",97
"3120","05LoS21R6_43","19AcS312.3.1",99.4074,"species",97
"3173","05LoS21R6_43","19AcS183.3.1",99.239,"species",97
"32271","05LoS21R6_43","19AcHe317.2.1",98.9719,"species",97
"3249","05LoS21R6_43","19AcPa146.3.1",96.5578,"species",97
"35673","19AcHe317.2.1","19AcS183.3.1",99.3733,"species",97
"35690","19AcHe317.2.1","19AcS312.3.1",99.317,"species",97
"35728","19AcHe317.2.1","05LoS21R6_43",99.0684,"species",97
"35751","19AcHe317.2.1","19AcPa146.3.1",96.4891,"species",97
"39716","19AcPa146.3.1","19AcS183.3.1",96.5832,"species",97
"39720","19AcPa146.3.1","05LoS21R6_43",96.5787,"species",97
"39732","19AcPa146.3.1","19AcS312.3.1",96.5503,"species",97
"397861","19AcPa146.3.1","19AcHe317.2.1",96.496,"species",97
"49007","19AcS183.3.1","19AcS312.3.1",99.693,"species",97
"49084","19AcS183.3.1","19AcHe317.2.1",99.3685,"species",97
"49108","19AcS183.3.1","05LoS21R6_43",99.2108,"species",97
"49139","19AcS183.3.1","19AcPa146.3.1",96.577,"species",97
"51416","19AcS312.3.1","19AcS183.3.1",99.6945,"species",97
"51487","19AcS312.3.1","05LoS21R6_43",99.3689,"species",97
"51496","19AcS312.3.1","19AcHe317.2.1",99.3213,"species",97
"51530","19AcS312.3.1","19AcPa146.3.1",96.5513,"species",97
"10032","11LoS31_5","19AcD306.1.1",84.0998,"metapop",98
"10044","11LoS31_5","19AcPa177.1.1",83.9516,"metapop",98
"10141","11LoS31_5","19AcPa147.3.1",83.0192,"metapop",98
"10149","11LoS31_5","19AcAm209.2.1",83.0005,"metapop",98
"25498","19AcAm209.2.1","19AcPa147.3.1",98.6283,"metapop",98
"25545","19AcAm209.2.1","19AcPa177.1.1",92.4353,"metapop",98
"25610","19AcAm209.2.1","19AcD306.1.1",89.7837,"metapop",98
"25620","19AcAm209.2.1","11LoS31_5",83.3251,"metapop",98
"31551","19AcD306.1.1","19AcPa147.3.1",89.6289,"metapop",98
"31582","19AcD306.1.1","19AcPa177.1.1",89.4647,"metapop",98
"31683","19AcD306.1.1","19AcAm209.2.1",88.2897,"metapop",98
"31719","19AcD306.1.1","11LoS31_5",84.0088,"metapop",98
"42071","19AcPa147.3.1","19AcAm209.2.1",98.6257,"metapop",98
"42135","19AcPa147.3.1","19AcPa177.1.1",92.4462,"metapop",98
"422061","19AcPa147.3.1","19AcD306.1.1",88.9395,"metapop",98
"422121","19AcPa147.3.1","11LoS31_5",82.7589,"metapop",98
"44992","19AcPa177.1.1","19AcAm209.2.1",92.4048,"metapop",98
"45000","19AcPa177.1.1","19AcPa147.3.1",92.3689,"metapop",98
"45134","19AcPa177.1.1","19AcD306.1.1",88.4267,"metapop",98
"45139","19AcPa177.1.1","11LoS31_5",83.818,"metapop",98
"4897","09LoS36_1","19AcS136.2.1",99.3722,"species",98
"4933","09LoS36_1","19AcARN300.2.1",99.0543,"species",98
"4971","09LoS36_1","19AcD266.3.1",98.8109,"species",98
"5000","09LoS36_1","19AcGLBFCO1.1.1",98.1858,"species",98
"19538","19AcARN300.2.1","19AcS136.2.1",99.5592,"species",98
"19583","19AcARN300.2.1","19AcGLBFCO1.1.1",99.1564,"species",98
"19592","19AcARN300.2.1","09LoS36_1",99.0501,"species",98
"19612","19AcARN300.2.1","19AcD266.3.1",98.8654,"species",98
"29054","19AcD266.3.1","19AcS136.2.1",99.2266,"species",98
"29097","19AcD266.3.1","19AcARN300.2.1",98.865,"species",98
"29103","19AcD266.3.1","09LoS36_1",98.8287,"species",98
"29159","19AcD266.3.1","19AcGLBFCO1.1.1",98.1179,"species",98
"35652","19AcGLBFCO1.1.1","19AcARN300.2.1",99.158,"species",98
"35675","19AcGLBFCO1.1.1","19AcS136.2.1",98.9255,"species",98
"357451","19AcGLBFCO1.1.1","09LoS36_1",98.1867,"species",98
"35747","19AcGLBFCO1.1.1","19AcD266.3.1",98.1256,"species",98
"48565","19AcS136.2.1","19AcARN300.2.1",99.5549,"species",98
"48584","19AcS136.2.1","09LoS36_1",99.3791,"species",98
"48609","19AcS136.2.1","19AcD266.3.1",99.2246,"species",98
"48651","19AcS136.2.1","19AcGLBFCO1.1.1",98.9223,"species",98
"28065","19AcAm41.2.1","19AcPa151.1.1",95.9351,"metapop",99
"28084","19AcAm41.2.1","19AcPa177.2.2",95.8623,"metapop",99
"28189","19AcAm41.2.1","19AcS180A.1.1",95.0909,"metapop",99
"28217","19AcAm41.2.1","19AcPa177.1.1",93.3307,"metapop",99
"42617","19AcPa151.1.1","19AcPa177.2.2",99.0042,"metapop",99
"42675","19AcPa151.1.1","19AcS180A.1.1",98.562,"metapop",99
"42694","19AcPa151.1.1","19AcAm41.2.1",96.0264,"metapop",99
"42733","19AcPa151.1.1","19AcPa177.1.1",93.2992,"metapop",99
"45293","19AcPa177.1.1","19AcPa151.1.1",93.4785,"metapop",99
"45357","19AcPa177.1.1","19AcAm41.2.1",93.2963,"metapop",99
"45380","19AcPa177.1.1","19AcS180A.1.1",93.2218,"metapop",99
"45439","19AcPa177.1.1","19AcPa177.2.2",93.0255,"metapop",99
"45544","19AcPa177.2.2","19AcPa151.1.1",99.1311,"metapop",99
"45581","19AcPa177.2.2","19AcS180A.1.1",98.8783,"metapop",99
"45646","19AcPa177.2.2","19AcAm41.2.1",95.8819,"metapop",99
"45684","19AcPa177.2.2","19AcPa177.1.1",93.0544,"metapop",99
"50300","19AcS180A.1.1","19AcPa177.2.2",98.8728,"metapop",99
"50309","19AcS180A.1.1","19AcPa151.1.1",98.7016,"metapop",99
"50343","19AcS180A.1.1","19AcAm41.2.1",95.0892,"metapop",99
"50359","19AcS180A.1.1","19AcPa177.1.1",93.198,"metapop",99
"25841","19AcAm209.1.1","19AcPa283.1.1",99.8162,"species",99
"258691","19AcAm209.1.1","19AcS308.2.1",99.5888,"species",99
"25933","19AcAm209.1.1","CW9",98.6916,"species",99
"25951","19AcAm209.1.1","19AcPa144.2.1",98.5174,"species",99
"41395","19AcPa144.2.1","CW9",99.0266,"species",99
"41424","19AcPa144.2.1","19AcS308.2.1",98.7195,"species",99
"41447","19AcPa144.2.1","19AcPa283.1.1",98.4659,"species",99
"41450","19AcPa144.2.1","19AcAm209.1.1",98.4554,"species",99
"46255","19AcPa283.1.1","19AcAm209.1.1",99.8168,"species",99
"463031","19AcPa283.1.1","19AcS308.2.1",99.5228,"species",99
"46351","19AcPa283.1.1","CW9",98.6723,"species",99
"46357","19AcPa283.1.1","19AcPa144.2.1",98.6151,"species",99
"534111","19AcS308.2.1","19AcAm209.1.1",99.5852,"species",99
"53422","19AcS308.2.1","19AcPa283.1.1",99.5224,"species",99
"53475","19AcS308.2.1","19AcPa144.2.1",98.7849,"species",99
"53512","19AcS308.2.1","CW9",98.445,"species",99
"59599","CW9","19AcPa144.2.1",99.0196,"species",99
"59629","CW9","19AcAm209.1.1",98.6998,"species",99
"59634","CW9","19AcPa283.1.1",98.6848,"species",99
"59657","CW9","19AcS308.2.1",98.4555,"species",99
"12440","11LoS7_1","19AcS123.1.1",99.2156,"metapop",100
"12535","11LoS7_1","19AcARN300.3.1",90.8534,"metapop",100
"12573","11LoS7_1","19AcD281.3.1",89.8848,"metapop",100
"12579","11LoS7_1","19AcGLB10.1.1",89.525,"metapop",100
"19672","19AcARN300.3.1","11LoS7_1",90.7375,"metapop",100
"19710","19AcARN300.3.1","19AcS123.1.1",90.4804,"metapop",100
"19789","19AcARN300.3.1","19AcD281.3.1",90.2111,"metapop",100
"19810","19AcARN300.3.1","19AcGLB10.1.1",89.8692,"metapop",100
"30505","19AcD281.3.1","19AcGLB10.1.1",94.2162,"metapop",100
"305401","19AcD281.3.1","19AcS123.1.1",90.8981,"metapop",100
"30690","19AcD281.3.1","19AcARN300.3.1",90.182,"metapop",100
"30695","19AcD281.3.1","11LoS7_1",90.1519,"metapop",100
"31711","19AcGLB10.1.1","19AcD281.3.1",94.2568,"metapop",100
"31775","19AcGLB10.1.1","19AcS123.1.1",90.4418,"metapop",100
"31860","19AcGLB10.1.1","19AcARN300.3.1",89.8641,"metapop",100
"31907","19AcGLB10.1.1","11LoS7_1",89.6976,"metapop",100
"47539","19AcS123.1.1","11LoS7_1",99.218,"metapop",100
"47635","19AcS123.1.1","19AcD281.3.1",90.8535,"metapop",100
"47641","19AcS123.1.1","19AcARN300.3.1",90.5085,"metapop",100
"476431","19AcS123.1.1","19AcGLB10.1.1",90.4739,"metapop",100
"7021","09LoS43_2","13LoS98_3",99.8171,"species",100
"7037","09LoS43_2","19AcAM290.2.1",99.5336,"species",100
"7107","09LoS43_2","CW7",99.1989,"species",100
"7109","09LoS43_2","19AcS313B.1.1",99.1887,"species",100
"15734","13LoS98_3","09LoS43_2",99.8145,"species",100
"15741","13LoS98_3","19AcAM290.2.1",99.6101,"species",100
"15828","13LoS98_3","19AcS313B.1.1",99.2014,"species",100
"15847","13LoS98_3","CW7",99.1228,"species",100
"17198","19AcAM290.2.1","13LoS98_3",99.6113,"species",100
"172101","19AcAM290.2.1","19AcS313B.1.1",99.5363,"species",100
"17211","19AcAM290.2.1","09LoS43_2",99.5328,"species",100
"17248","19AcAM290.2.1","CW7",99.366,"species",100
"53501","19AcS313B.1.1","CW7",99.6816,"species",100
"53528","19AcS313B.1.1","19AcAM290.2.1",99.534,"species",100
"53608","19AcS313B.1.1","13LoS98_3",99.1946,"species",100
"53609","19AcS313B.1.1","09LoS43_2",99.179,"species",100
"57368","CW7","19AcS313B.1.1",99.6818,"species",100
"57435","CW7","19AcAM290.2.1",99.3661,"species",100
"57468","CW7","09LoS43_2",99.1818,"species",100
"57481","CW7","13LoS98_3",99.1047,"species",100
"21349","19AcAm188.3.1","19AcPa146.3.1",98.0315,"metapop",101
"213501","19AcAm188.3.1","19AcPa147.2.2",98.0249,"metapop",101
"21465","19AcAm188.3.1","19AcPa151.1.1",95.1736,"metapop",101
"21469","19AcAm188.3.1","19AcPa151.2.1",95.1288,"metapop",101
"38396","19AcPa146.3.1","19AcPa147.2.2",99.9907,"metapop",101
"38413","19AcPa146.3.1","19AcAm188.3.1",97.9756,"metapop",101
"38502","19AcPa146.3.1","19AcPa151.1.1",95.5464,"metapop",101
"38549","19AcPa146.3.1","19AcPa151.2.1",95.0857,"metapop",101
"38633","19AcPa147.2.2","19AcPa146.3.1",99.9908,"metapop",101
"38650","19AcPa147.2.2","19AcAm188.3.1",97.9638,"metapop",101
"38738","19AcPa147.2.2","19AcPa151.1.1",95.5429,"metapop",101
"387861","19AcPa147.2.2","19AcPa151.2.1",95.082,"metapop",101
"39138","19AcPa151.1.1","19AcPa151.2.1",99.1908,"metapop",101
"39242","19AcPa151.1.1","19AcPa147.2.2",95.582,"metapop",101
"39243","19AcPa151.1.1","19AcPa146.3.1",95.5781,"metapop",101
"39256","19AcPa151.1.1","19AcAm188.3.1",95.3573,"metapop",101
"39348","19AcPa151.2.1","19AcPa151.1.1",99.1719,"metapop",101
"394741","19AcPa151.2.1","19AcPa147.2.2",95.3952,"metapop",101
"39482","19AcPa151.2.1","19AcAm188.3.1",95.3055,"metapop",101
"39493","19AcPa151.2.1","19AcPa146.3.1",95.091,"metapop",101
"18968","19AcAm127.1.1","19AcS398sp.3.1",99.5922,"species",101
"18973","19AcAm127.1.1","19AcAm211.5.1",99.5737,"species",101
"19041","19AcAm127.1.1","19AcS313A.1.1",99.0589,"species",101
"19086","19AcAm127.1.1","19AcPa283.2.1",98.056,"species",101
"239501","19AcAm211.5.1","19AcS398sp.3.1",99.6209,"species",101
"23958","19AcAm211.5.1","19AcAm127.1.1",99.5721,"species",101
"24034","19AcAm211.5.1","19AcS313A.1.1",99.0295,"species",101
"24061","19AcAm211.5.1","19AcPa283.2.1",98.6612,"species",101
"42667","19AcPa283.2.1","19AcAm211.5.1",99.1944,"species",101
"42764","19AcPa283.2.1","19AcS313A.1.1",98.3702,"species",101
"427771","19AcPa283.2.1","19AcS398sp.3.1",98.217,"species",101
"42785","19AcPa283.2.1","19AcAm127.1.1",98.0807,"species",101
"502882","19AcS313A.1.1","19AcS398sp.3.1",99.1236,"species",101
"50296","19AcS313A.1.1","19AcAm211.5.1",99.1049,"species",101
"50307","19AcS313A.1.1","19AcAm127.1.1",99.0518,"species",101
"50369","19AcS313A.1.1","19AcPa283.2.1",98.3669,"species",101
"514421","19AcS398sp.3.1","19AcAm211.5.1",99.6202,"species",101
"51447","19AcS398sp.3.1","19AcAm127.1.1",99.5891,"species",101
"51515","19AcS398sp.3.1","19AcS313A.1.1",99.1214,"species",101
"51555","19AcS398sp.3.1","19AcPa283.2.1",98.2152,"species",101
"239","05LoH17.10","19AcPa174A.1.2",98.6861,"metapop",102
"248","05LoH17.10","05LoS1_5",98.3142,"metapop",102
"338","05LoH17.10","19AcS311.1.1",95.9273,"metapop",102
"387","05LoH17.10","19AcAm39.7.1",95.606,"metapop",102
"2581","05LoS1_5","19AcPa174A.1.2",98.3444,"metapop",102
"2584","05LoS1_5","05LoH17.10",98.3012,"metapop",102
"2614","05LoS1_5","19AcS311.1.1",96.189,"metapop",102
"2651","05LoS1_5","19AcAm39.7.1",95.9198,"metapop",102
"247181","19AcAm39.7.1","05LoS1_5",96.0182,"metapop",102
"24745","19AcAm39.7.1","19AcS311.1.1",95.9504,"metapop",102
"24772","19AcAm39.7.1","19AcPa174A.1.2",95.8264,"metapop",102
"24842","19AcAm39.7.1","05LoH17.10",95.6205,"metapop",102
"40316","19AcPa174A.1.2","05LoH17.10",98.6788,"metapop",102
"40325","19AcPa174A.1.2","05LoS1_5",98.3422,"metapop",102
"40436","19AcPa174A.1.2","19AcS311.1.1",95.9361,"metapop",102
"40457","19AcPa174A.1.2","19AcAm39.7.1",95.8285,"metapop",102
"48375","19AcS311.1.1","05LoS1_5",96.1885,"metapop",102
"48378","19AcS311.1.1","19AcAm39.7.1",95.9565,"metapop",102
"48379","19AcS311.1.1","19AcPa174A.1.2",95.9484,"metapop",102
"48381","19AcS311.1.1","05LoH17.10",95.9281,"metapop",102
"1645","05LoS16R1_16","19AcD266.1.1",99.6227,"species",102
"1663","05LoS16R1_16","19AcAm40.6.1",99.5342,"species",102
"1757","05LoS16R1_16","19AcAm127.1.1",98.9368,"species",102
"17761","05LoS16R1_16","19AcPa147.2.2",96.1229,"species",102
"18953","19AcAm127.1.1","05LoS16R1_16",98.9324,"species",102
"189731","19AcAm127.1.1","19AcD266.1.1",98.8757,"species",102
"18987","19AcAm127.1.1","19AcAm40.6.1",98.8171,"species",102
"19026","19AcAm127.1.1","19AcPa147.2.2",95.6917,"species",102
"25181","19AcAm40.6.1","19AcD266.1.1",99.6958,"species",102
"25198","19AcAm40.6.1","05LoS16R1_16",99.5357,"species",102
"252921","19AcAm40.6.1","19AcAm127.1.1",98.828,"species",102
"25309","19AcAm40.6.1","19AcPa147.2.2",96.1097,"species",102
"26812","19AcD266.1.1","19AcAm40.6.1",99.6706,"species",102
"26819","19AcD266.1.1","05LoS16R1_16",99.6233,"species",102
"26923","19AcD266.1.1","19AcAm127.1.1",98.8777,"species",102
"26940","19AcD266.1.1","19AcPa147.2.2",96.0698,"species",102
"38017","19AcPa147.2.2","19AcAm40.6.1",96.2177,"species",102
"38027","19AcPa147.2.2","19AcD266.1.1",96.1773,"species",102
"38031","19AcPa147.2.2","05LoS16R1_16",96.1245,"species",102
"38140","19AcPa147.2.2","19AcAm127.1.1",95.6336,"species",102
"4561","09LoS35_1","19AcAm209.2.1",99.7064,"metapop",103
"4562","09LoS35_1","11LoS20_1",99.7014,"metapop",103
"4589","09LoS35_1","19AcS11.1.1",99.5366,"metapop",103
"4616","09LoS35_1","11LoS34_4",99.3697,"metapop",103
"77341","11LoS20_1","09LoS35_1",99.7031,"metapop",103
"7745","11LoS20_1","19AcAm209.2.1",99.646,"metapop",103
"7760","11LoS20_1","19AcS11.1.1",99.5706,"metapop",103
"7768","11LoS20_1","11LoS34_4",99.5087,"metapop",103
"10022","11LoS34_4","11LoS20_1",99.5037,"metapop",103
"10049","11LoS34_4","09LoS35_1",99.3672,"metapop",103
"10064","11LoS34_4","19AcAm209.2.1",99.3042,"metapop",103
"10082","11LoS34_4","19AcS11.1.1",99.2274,"metapop",103
"21584","19AcAm209.2.1","19AcS11.1.1",99.7086,"metapop",103
"21585","19AcAm209.2.1","09LoS35_1",99.707,"metapop",103
"21600","19AcAm209.2.1","11LoS20_1",99.6544,"metapop",103
"21657","19AcAm209.2.1","11LoS34_4",99.3111,"metapop",103
"41092","19AcS11.1.1","19AcAm209.2.1",99.7064,"metapop",103
"41107","19AcS11.1.1","11LoS20_1",99.5713,"metapop",103
"41119","19AcS11.1.1","09LoS35_1",99.5403,"metapop",103
"41172","19AcS11.1.1","11LoS34_4",99.2335,"metapop",103
"1611","05LoS16R1_16","11LoS15_1",99.7226,"species",103
"1679","05LoS16R1_16","11LoS28_6",99.3377,"species",103
"1699","05LoS16R1_16","19AcAM290.1.1",99.2025,"species",103
"1742","05LoS16R1_16","19AcAm39.1.1",96.0994,"species",103
"7040","11LoS15_1","05LoS16R1_16",99.7237,"species",103
"7143","11LoS15_1","11LoS28_6",99.1431,"species",103
"7146","11LoS15_1","19AcAM290.1.1",99.1379,"species",103
"7190","11LoS15_1","19AcAm39.1.1",96.0904,"species",103
"8644","11LoS28_6","19AcAM290.1.1",99.5477,"species",103
"86871","11LoS28_6","05LoS16R1_16",99.333,"species",103
"87331","11LoS28_6","11LoS15_1",99.1351,"species",103
"8770","11LoS28_6","19AcAm39.1.1",95.9082,"species",103
"14317","19AcAM290.1.1","11LoS28_6",99.5545,"species",103
"14369","19AcAM290.1.1","05LoS16R1_16",99.1989,"species",103
"14389","19AcAM290.1.1","11LoS15_1",99.1276,"species",103
"14454","19AcAM290.1.1","19AcAm39.1.1",95.8412,"species",103
"22307","19AcAm39.1.1","05LoS16R1_16",96.1588,"species",103
"22313","19AcAm39.1.1","11LoS15_1",96.1382,"species",103
"22338","19AcAm39.1.1","11LoS28_6",95.931,"species",103
"22356","19AcAm39.1.1","19AcAM290.1.1",95.8801,"species",103
"71941","11LoS14_2","19AcGLB232.1.1",99.7089,"metapop",104
"7269","11LoS14_2","19AcPa174.2.1",96.2034,"metapop",104
"7334","11LoS14_2","11LoS31_1",90.9089,"metapop",104
"7344","11LoS14_2","11LoS31_2",90.7701,"metapop",104
"87601","11LoS31_1","11LoS31_2",97.7719,"metapop",104
"8809","11LoS31_1","11LoS14_2",90.6874,"metapop",104
"8892","11LoS31_1","19AcGLB232.1.1",90.5827,"metapop",104
"8920","11LoS31_1","19AcPa174.2.1",90.5571,"metapop",104
"8989","11LoS31_2","11LoS31_1",97.7711,"metapop",104
"9080","11LoS31_2","11LoS14_2",90.8364,"metapop",104
"9098","11LoS31_2","19AcGLB232.1.1",90.8269,"metapop",104
"9166","11LoS31_2","19AcPa174.2.1",90.7553,"metapop",104
"29513","19AcGLB232.1.1","11LoS14_2",99.7118,"metapop",104
"29577","19AcGLB232.1.1","19AcPa174.2.1",96.2165,"metapop",104
"29639","19AcGLB232.1.1","11LoS31_2",91.1168,"metapop",104
"29657","19AcGLB232.1.1","11LoS31_1",90.5986,"metapop",104
"37559","19AcPa174.2.1","11LoS14_2",96.1108,"metapop",104
"37603","19AcPa174.2.1","19AcGLB232.1.1",96.0561,"metapop",104
"37687","19AcPa174.2.1","11LoS31_2",90.7354,"metapop",104
"37710","19AcPa174.2.1","11LoS31_1",90.4866,"metapop",104
"7136","11LoS14_2","19AcGLB102.2.2",99.811,"species",104
"7172","11LoS14_2","19AcD266.1.1",99.7331,"species",104
"7191","11LoS14_2","CW10",99.7161,"species",104
"7240","11LoS14_2","19AcS183.2.1",99.4937,"species",104
"24398","19AcD266.1.1","19AcGLB102.2.2",99.8629,"species",104
"24453","19AcD266.1.1","11LoS14_2",99.737,"species",104
"24488","19AcD266.1.1","CW10",99.6065,"species",104
"24493","19AcD266.1.1","19AcS183.2.1",99.5765,"species",104
"27399","19AcGLB102.2.2","19AcD266.1.1",99.8626,"species",104
"27426","19AcGLB102.2.2","11LoS14_2",99.8147,"species",104
"27451","19AcGLB102.2.2","19AcS183.2.1",99.6553,"species",104
"27478","19AcGLB102.2.2","CW10",99.5502,"species",104
"43953","19AcS183.2.1","19AcGLB102.2.2",99.694,"species",104
"43988","19AcS183.2.1","19AcD266.1.1",99.534,"species",104
"44005","19AcS183.2.1","11LoS14_2",99.4955,"species",104
"44047","19AcS183.2.1","CW10",99.2222,"species",104
"50620","CW10","11LoS14_2",99.7184,"species",104
"50649","CW10","19AcD266.1.1",99.6065,"species",104
"50682","CW10","19AcGLB102.2.2",99.5507,"species",104
"50724","CW10","19AcS183.2.1",99.2357,"species",104
"231091","19AcAm205.1.1","19AcPa285.1.1",99.1002,"metapop",105
"23111","19AcAm205.1.1","19AcS307.1.1",99.0878,"metapop",105
"23237","19AcAm205.1.1","19AcGLB10.2.1",90.9208,"metapop",105
"23257","19AcAm205.1.1","19AcS308.1.1",90.5217,"metapop",105
"30246","19AcGLB10.2.1","19AcS308.1.1",99.6827,"metapop",105
"30398","19AcGLB10.2.1","19AcPa285.1.1",90.995,"metapop",105
"30401","19AcGLB10.2.1","19AcS307.1.1",90.9912,"metapop",105
"30469","19AcGLB10.2.1","19AcAm205.1.1",90.5694,"metapop",105
"44445","19AcPa285.1.1","19AcS307.1.1",99.6451,"metapop",105
"44528","19AcPa285.1.1","19AcAm205.1.1",99.1152,"metapop",105
"44609","19AcPa285.1.1","19AcGLB10.2.1",90.9073,"metapop",105
"44618","19AcPa285.1.1","19AcS308.1.1",90.8593,"metapop",105
"49717","19AcS307.1.1","19AcPa285.1.1",99.6445,"metapop",105
"49808","19AcS307.1.1","19AcAm205.1.1",99.0981,"metapop",105
"49889","19AcS307.1.1","19AcGLB10.2.1",90.9441,"metapop",105
"49891","19AcS307.1.1","19AcS308.1.1",90.9167,"metapop",105
"50173","19AcS308.1.1","19AcGLB10.2.1",99.6852,"metapop",105
"50298","19AcS308.1.1","19AcPa285.1.1",90.9802,"metapop",105
"50301","19AcS308.1.1","19AcS307.1.1",90.9737,"metapop",105
"50390","19AcS308.1.1","19AcAm205.1.1",90.5619,"metapop",105
"21877","19AcAm185.3.1","19AcAm41.3.1",99.7242,"species",105
"21893","19AcAm185.3.1","19AcS307.2.1",99.6895,"species",105
"21924","19AcAm185.3.1","19AcHe316.1.1",99.6172,"species",105
"21942","19AcAm185.3.1","19AcGLB103.2.1",99.5487,"species",105
"26418","19AcAm41.3.1","19AcAm185.3.1",99.7257,"species",105
"26481","19AcAm41.3.1","19AcGLB103.2.1",99.6138,"species",105
"26488","19AcAm41.3.1","19AcHe316.1.1",99.6058,"species",105
"26517","19AcAm41.3.1","19AcS307.2.1",99.4767,"species",105
"30999","19AcGLB103.2.1","19AcAm41.3.1",99.6121,"species",105
"31018","19AcGLB103.2.1","19AcAm185.3.1",99.5487,"species",105
"31029","19AcGLB103.2.1","19AcS307.2.1",99.5174,"species",105
"31042","19AcGLB103.2.1","19AcHe316.1.1",99.4974,"species",105
